,text,date,sentiment,score
1105,"Doge coin ?????
Holddd",2021-05-08,neg,0.9175645112991333
1106,SHIBA,2021-05-08,pos,0.7909656167030334
1107, I tried to purchase Shib and ETC it showed error message but I was charged for both. Kindly resolve the issue as it was not credited in the crypto wallet. It's been hours and no one responding from customer support.,2021-05-08,neg,0.9956786036491394
1108,I send my dogecoin to website  and didn't get my coin back like even said,2021-05-08,neg,0.9629913568496704
1109, are you closer to fixing the technical issues?  I bought shib 3 times and dogecoin once earlier tonight the money was taken out of my account but my crypto is not showing up in my wallet yet,2021-05-08,neg,0.8811739087104797
1110,"Hi,  I have bought Shib from you and you have deducted money from my account but I have not received anything from you .
can you please check it out",2021-05-08,neg,0.858089804649353
1111,I buy shiba inu 15m still not have in my wallet,2021-05-08,neg,0.9481835961341858
1112,My many already take with .. Coin shiba still not have in my wallet,2021-05-08,neg,0.5217084884643555
1113,What is the minimum quantity SHIBA ANU in ,2021-05-08,neg,0.8289651870727539
1114,For buy shiba,2021-05-08,neg,0.7731108069419861
1115,"Hola , ayer hice una compra de shiba inu la cual. Han cargado a mi cuenta bancaria pero no me aparecen en mi wallet ",2021-05-08,neg,0.9648292064666748
1116,Does anyone know how to sell their crypto WITHOUT transferring it to fiat? (The option isn't there for me to sell it to a fiat wallet yet)... Would it be a smarter idea just to sell it in exchange for regular BTC? For example sell DOGECOIN into BTC?,2021-05-08,neg,0.9936915636062622
1117,"Hello sir,
I payed before 2-3 hours per credit card shiba inu 2 times and didnt get anything . But They Took the Money from the Card already.
For help i would be very thankfull",2021-05-08,neg,0.9804334044456482
1118,40mios of shiba inu,2021-05-08,pos,0.5595299005508423
1119,"Hello, yesterday I made a purchase of shiba inu which. They have charged my bank account but they do not appear in my wallet  help",2021-05-08,neg,0.9801456332206726
1120,Would it be a good idea to sell DOGECOIN?,2021-05-08,neg,0.7820988297462463
1121,Is it right time to buy Dogecoin?,2021-05-08,pos,0.7270246148109436
1122,Is it right time to buy Dogecoin?,2021-05-08,pos,0.7270246148109436
1123,Everyone with doge is running to Shiba,2021-05-08,neg,0.6639530062675476
1124,Any suggestions what to do with dogecoin??,2021-05-08,neg,0.8119266629219055
1125,Maybe time to buy more doge?,2021-05-08,neg,0.9279120564460754
1126,SHIBA down 200% plus,2021-05-08,neg,0.7693552374839783
1127,does anyone has any idea about doge?,2021-05-08,neg,0.7034094333648682
1128,"Guys, People are taking profits from DOGE because it has matured and just before the show was the best moment to sell. 

DOGE holders are now panick selling (It has dropped a lot since the end of SNL, Elon failed, really hard), ETH and BTC are stalling, and easy money come from high volatility, expectation, and shitcoins. 

The ones that are selling DOGE are coming here, my guess is DOGE is going to fall a little, still Top 10 Capitalization, but its revenues are coming here in SHIB, which is sure pumping a little, but it's all DOGE money, we are literally killing DOGE and SHIB is standing to its nickname, 0.0001 is highly possible in the next 48 hours, with the expectation of SHIBASWAP opening! 

To reach 0.0001 we just need a cap of 39.5B, which is only HALF of DOGE, so this is really possible!",2021-05-08,neg,0.823570728302002
1129,I not look mu shiba inu,2021-05-08,neg,0.9830921292304993
1130,"Shiba inu is the future coins guys,don t lose the opportunity to buy it in crypto!!
Shiba inu  to the moon",2021-05-08,neg,0.7863262891769409
1131,So do you suggest 'switching' doge to shiba?,2021-05-08,pos,0.5599731802940369
1132,"Yo vendi mis doge to shiba, antes de ayer hasta el dia d hoy he multiplicado mis ganancias",2021-05-08,pos,0.6963047385215759
1133,"Shiba inu is the future, if you eant short investment or long is the best plan",2021-05-08,neg,0.6668119430541992
1134,is ther any problen with buy shiba?,2021-05-08,pos,0.7762559056282043
1135,Yop i have problem buyinh shiba too,2021-05-08,neg,0.5668957233428955
1136,Dogecoin,2021-05-08,pos,0.7012883424758911
1137,Dogecoin,2021-05-08,pos,0.7012883424758911
1138,Dogecoin,2021-05-08,pos,0.7012883424758911
1139,why i cant buy shiba any problems?,2021-05-08,pos,0.7003085613250732
1140,Bye bye doge,2021-05-08,pos,0.547593891620636
1141,Shib,2021-05-08,pos,0.765728771686554
1142,Minimum investment on SHIBA INU in USD?,2021-05-08,neg,0.9254612922668457
1143,"I dunno, if may just be due to Shiba, Charles.",2021-05-08,neg,0.8818953633308411
1144,Sell doge before 0,2021-05-08,neg,0.8735291361808777
1145,How many u lose in doge,2021-05-08,pos,0.840058445930481
1146,Doge,2021-05-08,pos,0.5364559888839722
1147,Buy Shibu,2021-05-08,pos,0.6534059047698975
1148,I paid for shibba last night came out my bank nothing in crypto do not buy they are scamming people,2021-05-08,neg,0.9991350769996643
1149,"Not scamming, you just don't know what you do... doge does'tn like, it never tried to be better than it is, it's just useless",2021-05-08,neg,0.9984725117683411
1150,Minimum investment on SHIBA INU in USD?,2021-05-08,neg,0.9254612922668457
1151,Minimum investment on SHIBA INU in USD?,2021-05-08,neg,0.9254612922668457
1152,I did buy coins last night shiba by card Money came out of bank nothing in crypto app they are robbing people,2021-05-08,neg,0.9827771186828613
1153,Why u can't buy any  Shiba Inu from ,2021-05-08,neg,0.8638532161712646
1154,"Well, binance had trouble, most of all exchanges suffer outage while traffic explodes, like during doge wars...",2021-05-08,neg,0.9826813340187073
1155,How are doge ?,2021-05-08,neg,0.5846686959266663
1156,"No mueras , doge",2021-05-08,neg,0.8776328563690186
1157,Doge coin hold or cell ?,2021-05-08,neg,0.8590450882911682
1158, Why u can't buy any  Shiba Inu from ,2021-05-08,neg,0.8638532161712646
1159,Why i can't buy any  Shiba Inu from ,2021-05-08,neg,0.9301660060882568
1160,"Doge, don't try, it is buggy now.",2021-05-08,neg,0.9152715802192688
1161,Minimum investment on SHIBA INU in USD?,2021-05-08,neg,0.9254612922668457
1162,Sell doge it will go 35,2021-05-08,neg,0.7742817997932434
1163,"Invest on doge coin now 
Send a message",2021-05-08,neg,0.8965842127799988
1164,"yeah man, invest ON doge, not in",2021-05-08,neg,0.9434869885444641
1165,Hi I purchased some shibu tokens on the app the money has come from my bank but I have not received my tokens can you help,2021-05-08,neg,0.9824000597000122
1166,Hi I purchased some shibu tokens on the app the money has come from my bank but I have not received my tokens can you help,2021-05-08,neg,0.9824000597000122
1167,Why cant we buy shiba on crypto?,2021-05-08,neg,0.878399670124054
1168,"Anyone has the same problem 
Don' t see the shiba on  my wallet",2021-05-08,neg,0.6918449401855469
1169,"Sorry, I need assistance. Why am I getting a message saying time out every time I try to buy. And the money has left my account, but the SHIBA hasn't show up. 

Please help.....",2021-05-08,neg,0.9978304505348206
1170,Keep holding your doge guys,2021-05-08,pos,0.7845194935798645
1171,Really want to get more shiba,2021-05-08,pos,0.9167261719703674
1172,Now mast be buy dogecoin,2021-05-08,neg,0.5785894393920898
1173,Doge will growth up after 24h,2021-05-08,pos,0.6143139600753784
1174,guys should i invest in dogevoins,2021-05-08,pos,0.8454989194869995
1175,Shiba predictions?,2021-05-08,neg,0.634422779083252
1176,Doge sold.,2021-05-08,neg,0.6663128733634949
1177,Did anyone manage to buy SHIBA yesterday? Mine's still not appeared in my wallet after transacting last night,2021-05-08,neg,0.9994274377822876
1178,Lol to all the doge fomos,2021-05-09,pos,0.9743804335594177
1179,rip doge,2021-05-09,neg,0.8901316523551941
1180,Doge dump i hate doge,2021-05-09,neg,0.999419093132019
1181,To those of you that managed to buy SHIB last night but it was delayed going into your wallets  - did you also get a timed out notification?,2021-05-09,neg,0.8977426886558533
1182,Why I can't sell my shiba Inu on  app,2021-05-09,neg,0.8993844985961914
1183,I just logged in and sold my Shibu,2021-05-09,neg,0.6662967205047607
1184,I cant buy doge,2021-05-09,neg,0.9900705218315125
1185,"Hey guys, should we take out doge?",2021-05-09,pos,0.8476540446281433
1186,Who also wanna hold doge?,2021-05-09,pos,0.9598355889320374
1187,Doge hold or sell?,2021-05-09,neg,0.7881210446357727
1188,"So I tried buying xml, not Shiba or doge. I pm'd a staff member here with zero response back. My card has an auth. Hold on it. I STILL cannot purchase other coins because now it just blanks out. All I see is a whole lot of nothing on the issues webpage dealing with bad purchasing transactions. Messaging support is useless, it's just there to be delt with in few days.... How about y'all stop purchases, wait a hour then cancel all the holds you got on thousands of people's stuff",2021-05-09,neg,0.999976396560669
1189,Guys could you educate me bout shib?,2021-05-09,neg,0.6580040454864502
1190,If your apps slow take Shiba and doge down for 6 hours...,2021-05-09,neg,0.8315849900245667
1191,What's the future of shib?,2021-05-09,pos,0.7935349345207214
1192,Actually it's running pretty good but you know what I've put my all savings on doge ,2021-05-09,neg,0.7484503984451294
1193,Bccccc mcc dogecoin,2021-05-09,neg,0.5265191197395325
1194,Bccc dogecoin,2021-05-09,pos,0.5042489171028137
1195,Shib to the moon,2021-05-09,pos,0.7633407711982727
1196,Same think with SHIBA,2021-05-09,pos,0.5863417387008667
1197,Yesterday i bought shiba and dont have coin on wallet,2021-05-09,neg,0.8404709100723267
1198,I don't understand you  You are making your own problems.  Why did you need this Shiba inu ?????,2021-05-09,pos,0.7109265327453613
1199,"Your absolutely right, market risk. Not provider being down all day with Zero notification, still. Of the problem with I bet 60% of users because of Shiba drop",2021-05-09,neg,0.5590932369232178
1200,"Hey all. Yesterday I buy shib 2times, but last wrote timeout.. but my bank finish counted the money..! And crypto not have krypto",2021-05-09,neg,0.9868735671043396
1201,shiba,2021-05-09,pos,0.7716267108917236
1202,"Hey all. Yesterday I buy shib 2times, but last wrote timeout.. but my bank finish counted the money..! And crypto not have krypto. What I do",2021-05-09,neg,0.9381407499313354
1203,"Meh, gonna start buying elsewhere and just sell here. First it was 3-8 hour long doge and xml withdraws, then I loaded few grand on mco card and didn't get it for 6 hours. Now the best thing about the app, instant withdrawal has totally backfired...",2021-05-09,neg,0.9997844099998474
1204,Hello. I bought some Shiba yesterday and money were took from my bank. Unfortunately i can't see them in my wallet.  Assistance never send me feedback,2021-05-09,neg,0.9823073148727417
1205,How may convert xrp into shib?,2021-05-09,neg,0.6135421395301819
1206,How much shibas fees are if i withdraw my shibas,2021-05-09,neg,0.9806531667709351
1207," 
How can I convert xrp into shib or any other coin",2021-05-09,pos,0.9576797485351562
1208,Then how may I buy shib?,2021-05-09,neg,0.6188211441040039
1209,Shiba 1$?,2021-05-09,neg,0.8992455005645752
1210,Please check the shiba circulation supply :).,2021-05-09,neg,0.6998317241668701
1211,I hope Shiba comes on Exhange because Crypto App has Spread and too many fees,2021-05-09,neg,0.6702014803886414
1212,And please learn first about a coin then buy it... Doge 10 biggest adresses are worth 80% of dodge supply,2021-05-09,neg,0.7099804878234863
1213,"Hi, Money has already taken from my account but not showing in my  app. I tried to  buy shibu coin and when everything is done and money has taken out my account app said please try again. Where my money is gone",2021-05-09,neg,0.9981998205184937
1214,"Maybe its because the Exchange does not believe in the project/mem. So to protect you, they may chose not to sell it on Crypto.Com. You dont find in on Binance or other similar exchamges either. You mat say how about doge. BUT LOOK WHAT HAPPENED TODAY with doge. Mom says "" i hope  my mother's day gift its not doge""....and there goes the doge headlong down the cliff.  can say, I told you!  its cold inhere! ",2021-05-09,neg,0.9982277750968933
1215,"Hey guys! 
Do you know why it's taking so much ""fee"" (or what is it) when you buy that shib coin?",2021-05-09,neg,0.6491004228591919
1216,Is Shiba the same as doge?,2021-05-09,neg,0.9681931138038635
1217,No! Shiba is mimicking doge. But are both mimms,2021-05-09,neg,0.9842396974563599
1218,Why doge loosing its position,2021-05-09,neg,0.9742732644081116
1219,I bought SHIB some 14 hours ago but does not show up ????,2021-05-09,neg,0.9790984392166138
1220,Shiba is doge. They swapped,2021-05-09,neg,0.8585177659988403
1221,Do you think Shib comes to Exhange?,2021-05-09,pos,0.609937846660614
1222,Shiba is NOT doge. Else the price would be the same,2021-05-09,neg,0.9986133575439453
1223,"Dont short doge at this moment, doge pump will come, and i m dumping it (again)",2021-05-09,neg,0.9308127164840698
1224,"Wow just woke up and cro is sinking, now that alot of traders lost money on doge it will soon be time to return home with a loss for alot...",2021-05-09,neg,0.9984027743339539
